EquipmentID,Date,Vibration_mms,BearingTemp_C,Pressure_bar
1007,2025-06-03,2.062,46.58,5.946
1007,2025-06-04,1.782,46.62,6.199
1007,2025-06-05,1.761,47.66,5.981
1007,2025-06-06,1.728,45.61,6.023
1007,2025-06-07,1.829,45.4,6.029
1007,2025-06-08,1.797,45.84,5.789
1007,2025-06-09,1.539,47.64,5.897
1007,2025-06-10,1.725,46.28,5.965
1007,2025-06-11,,,
1007,2025-06-12,2.123,43.52,5.97
1007,2025-06-13,1.818,45.89,5.861
1007,2025-06-14,1.741,46.16,5.815
1007,2025-06-15,2.105,46.88,5.99
1007,2025-06-16,1.807,47.95,5.811
1007,2025-06-17,1.612,46.42,5.812
1007,2025-06-18,1.817,45.59,5.973
1007,2025-06-19,1.977,47.45,6.015
1007,2025-06-20,2.145,48.16,5.864
1007,2025-06-21,1.747,44.04,5.722
1007,2025-06-22,1.946,47.19,6.031
1007,2025-06-23,1.777,46.9,6.111
1007,2025-06-24,2.063,45.77,5.927
1007,2025-06-25,1.891,46.13,5.932
1007,2025-06-26,1.892,46.9,5.64
1007,2025-06-27,1.65,46.63,6.124
1007,2025-06-28,1.779,46.36,5.824
1007,2025-06-29,1.778,45.44,6.096
1007,2025-06-30,1.14,46.89,5.9
1007,2025-07-01,2.008,45.94,5.967
1007,2025-07-02,1.839,46.69,5.96
1007,2025-07-03,1.801,46.02,5.719
1007,2025-07-04,1.771,46.81,6.401
1007,2025-07-05,1.846,47.35,5.754
1007,2025-07-06,1.888,46.84,6.005
1007,2025-07-07,1.587,47.26,5.867
1007,2025-07-08,1.865,45.22,5.953
1007,2025-07-09,1.863,47.07,6.195
1007,2025-07-10,1.846,46.9,5.709
1007,2025-07-11,1.552,45.98,5.967
1007,2025-07-12,1.814,46.44,6.062
1007,2025-07-13,1.591,43.8,6.006
1007,2025-07-14,1.909,46.68,6.048
1007,2025-07-15,2.097,46.19,5.876
1007,2025-07-16,2.01,44.33,5.742
1007,2025-07-17,,,
1007,2025-07-18,1.736,45.96,5.927
1007,2025-07-19,1.731,46.88,6.1
1007,2025-07-20,1.909,46.36,6.0
1007,2025-07-21,,,
1007,2025-07-22,1.737,46.69,6.003
1007,2025-07-23,1.353,46.31,6.017
1007,2025-07-24,1.675,47.1,6.018
1007,2025-07-25,1.688,47.44,5.729
1007,2025-07-26,1.736,44.33,6.075
1007,2025-07-27,2.077,46.63,5.822
1007,2025-07-28,1.577,46.01,5.931
1007,2025-07-29,1.582,45.49,6.34
1007,2025-07-30,1.957,47.91,5.803
1007,2025-07-31,1.65,47.56,6.006
1007,2025-08-01,1.809,45.57,6.032
1007,2025-08-02,1.874,45.48,6.008
1007,2025-08-03,1.844,47.42,5.989
1007,2025-08-04,1.689,45.97,5.905
1007,2025-08-05,2.019,46.27,6.287
1007,2025-08-06,,,
1007,2025-08-07,1.645,46.47,5.834
1007,2025-08-08,1.788,47.74,6.211
1007,2025-08-09,2.023,46.14,6.071
1007,2025-08-10,1.8,46.48,5.874
1007,2025-08-11,1.646,48.35,5.854
1007,2025-08-12,1.757,47.48,5.951
1007,2025-08-13,2.002,48.03,6.384
1007,2025-08-14,1.647,47.23,6.062
1007,2025-08-15,1.89,47.8,5.834
1007,2025-08-16,1.915,44.93,6.024
1007,2025-08-17,1.714,45.78,5.894
1007,2025-08-18,1.95,44.94,6.213
1007,2025-08-19,1.97,48.82,6.032
1007,2025-08-20,2.034,46.78,6.177
1007,2025-08-21,2.022,46.47,6.013
1007,2025-08-22,1.551,45.84,6.294
1007,2025-08-23,2.014,45.58,6.05
1007,2025-08-24,1.953,43.79,6.031
1007,2025-08-25,2.03,48.84,5.835
1007,2025-08-26,1.675,46.52,5.925
1007,2025-08-27,2.016,46.66,6.047
1007,2025-08-28,1.913,45.19,5.914
1007,2025-08-29,1.615,46.54,6.362
1007,2025-08-30,2.088,46.98,5.987
1007,2025-08-31,1.689,46.52,5.874
1007,2025-09-01,1.643,47.22,6.137
1007,2025-09-02,1.918,45.76,5.909
1007,2025-09-03,1.723,46.92,6.049
1007,2025-09-04,1.911,47.49,5.974
1007,2025-09-05,1.793,47.16,5.88
1007,2025-09-06,1.895,46.98,6.197
1007,2025-09-07,1.999,46.49,6.002
1007,2025-09-08,1.834,45.61,6.152
1007,2025-09-09,2.009,47.15,5.938
1007,2025-09-10,2.005,46.21,5.774
1007,2025-09-11,1.678,45.65,5.802
1007,2025-09-12,2.007,47.36,5.911
1007,2025-09-13,1.961,44.99,5.961
1007,2025-09-14,1.867,46.04,5.997
1007,2025-09-15,2.058,47.37,6.065
1007,2025-09-16,2.162,47.55,5.802
1007,2025-09-17,1.988,46.22,6.023
1007,2025-09-18,,,
1007,2025-09-19,1.927,47.14,5.886
1007,2025-09-20,1.816,46.53,6.373
1007,2025-09-21,1.789,45.83,6.179
1007,2025-09-22,1.908,47.03,5.934
1007,2025-09-23,1.778,46.76,6.257
1007,2025-09-24,2.158,46.7,6.201
1007,2025-09-25,1.895,47.71,6.122
1007,2025-09-26,1.845,46.9,6.209
1007,2025-09-27,1.994,46.14,5.951
1007,2025-09-28,1.997,46.76,5.97
1007,2025-09-29,2.071,48.54,5.859
1007,2025-09-30,1.965,45.88,6.076
1007,2025-10-01,1.835,46.33,5.8
1007,2025-10-02,1.868,45.8,5.913
1007,2025-10-03,1.423,46.95,6.057
1007,2025-10-04,1.557,45.34,5.913
1007,2025-10-05,2.043,47.05,6.04
1007,2025-10-06,1.779,47.36,6.262
1007,2025-10-07,2.193,45.82,5.841
1007,2025-10-08,2.191,45.75,6.199
1007,2025-10-09,1.599,45.11,5.886
1007,2025-10-10,1.902,46.64,5.848
1007,2025-10-11,2.402,45.48,6.022
1007,2025-10-12,1.69,45.97,6.143
1007,2025-10-13,1.919,46.18,5.881
1007,2025-10-14,1.798,45.91,5.879
1007,2025-10-15,1.796,47.43,5.922
1007,2025-10-16,1.788,48.2,5.88
1007,2025-10-17,1.839,44.47,6.017
1007,2025-10-18,1.99,45.79,5.882
1007,2025-10-19,1.687,46.85,5.95
1007,2025-10-20,1.94,45.55,6.042
1007,2025-10-21,1.705,46.06,5.926
1007,2025-10-22,1.944,46.81,6.161
1007,2025-10-23,1.904,47.99,5.887
1007,2025-10-24,1.692,47.77,5.873
1007,2025-10-25,1.87,46.31,6.294
1007,2025-10-26,1.7,46.73,6.214
1007,2025-10-27,1.679,46.24,5.999
1007,2025-10-28,2.069,46.42,6.113
1007,2025-10-29,1.489,45.43,6.039
1007,2025-10-30,1.951,44.83,5.912
1007,2025-10-31,1.98,46.23,6.09
1007,2025-11-01,1.728,47.58,6.034
1007,2025-11-02,2.054,47.36,6.181
1007,2025-11-03,2.019,44.73,5.712
1007,2025-11-04,1.591,46.41,6.109
1007,2025-11-05,1.944,45.97,6.013
1007,2025-11-06,1.933,46.89,5.885
1007,2025-11-07,1.699,45.5,5.924
1007,2025-11-08,1.954,47.51,5.928
1007,2025-11-09,1.988,46.39,5.79
1007,2025-11-10,1.703,47.18,5.902
1007,2025-11-11,1.456,47.48,6.106
1007,2025-11-12,1.921,44.66,5.761
1007,2025-11-13,1.699,46.38,5.932
1007,2025-11-14,1.509,48.11,5.634
1007,2025-11-15,1.768,46.62,5.902
1007,2025-11-16,1.38,47.64,6.047
1007,2025-11-17,1.777,47.02,5.981
1007,2025-11-18,2.134,46.1,5.995
1007,2025-11-19,1.289,46.88,5.821
1007,2025-11-20,1.932,47.65,6.074
1007,2025-11-21,1.663,47.89,5.853
1007,2025-11-22,1.763,48.05,6.125
1007,2025-11-23,1.666,45.5,6.02
1007,2025-11-24,1.966,47.43,5.931
1007,2025-11-25,1.84,45.23,6.211
1007,2025-11-26,1.691,46.47,5.929
1007,2025-11-27,1.588,46.39,6.142
1007,2025-11-28,1.76,47.23,6.004
1007,2025-11-29,2.066,46.92,5.988
1007,2025-11-30,1.607,47.85,6.139
1007,2025-12-01,1.923,45.99,6.054
1007,2025-12-02,1.908,47.44,5.987
1007,2025-12-03,1.454,46.99,5.971
1007,2025-12-04,2.057,46.61,6.02
1007,2025-12-05,1.835,45.4,6.001
1007,2025-12-06,2.277,47.17,5.94
1007,2025-12-07,2.181,46.92,5.833
1007,2025-12-08,1.794,47.39,5.6
1007,2025-12-09,1.813,46.56,5.972
1007,2025-12-10,1.647,46.35,5.952
1007,2025-12-11,1.575,46.99,6.171
1007,2025-12-12,1.998,47.06,6.056
1007,2025-12-13,1.794,47.29,6.16
1007,2025-12-14,1.764,48.49,6.249
1007,2025-12-15,1.809,45.99,5.972
1007,2025-12-16,1.975,48.61,5.862
1007,2025-12-17,2.026,43.65,6.111
1007,2025-12-18,1.843,47.56,5.899
1007,2025-12-19,1.805,45.79,5.95
1007,2025-12-20,1.863,48.61,6.204
1007,2025-12-21,2.247,45.72,6.071
1007,2025-12-22,1.437,47.66,6.153
1007,2025-12-23,1.617,45.62,5.786
1007,2025-12-24,1.936,45.47,5.994
1007,2025-12-25,1.872,47.4,6.157
1007,2025-12-26,2.083,47.47,5.796
1007,2025-12-27,2.099,45.91,6.018
1007,2025-12-28,2.23,49.0,6.049
1007,2025-12-29,1.687,46.28,5.643
1007,2025-12-30,1.963,48.16,6.228
1007,2025-12-31,1.797,45.59,5.882
1008,2024-01-01,2.114,43.8,6.478
1008,2024-01-02,1.445,42.74,6.301
1008,2024-01-03,2.326,42.14,6.318
1008,2024-01-04,1.79,42.5,6.511
1008,2024-01-05,1.599,44.14,6.422
1008,2024-01-06,1.478,42.17,6.553
1008,2024-01-07,2.001,44.51,6.393
1008,2024-01-08,1.942,41.71,6.757
1008,2024-01-09,1.784,43.66,6.411
1008,2024-01-10,1.817,44.04,6.746
1008,2024-01-11,1.861,44.6,6.339
1008,2024-01-12,1.742,42.95,6.528
1008,2024-01-13,2.058,42.61,6.61
1008,2024-01-14,1.952,41.96,6.259
1008,2024-01-15,1.803,44.29,6.309
1008,2024-01-16,1.499,43.25,6.506
1008,2024-01-17,2.101,42.92,6.613
1008,2024-01-18,1.732,42.96,6.644
1008,2024-01-19,1.62,43.63,6.527
1008,2024-01-20,2.085,43.41,6.598
1008,2024-01-21,1.927,44.56,6.28
1008,2024-01-22,1.424,41.23,6.387
1008,2024-01-23,1.495,44.22,6.655
1008,2024-01-24,1.748,42.85,6.368
1008,2024-01-25,1.576,43.3,6.413
1008,2024-01-26,1.797,43.07,6.198
1008,2024-01-27,2.351,43.3,6.42
1008,2024-01-28,2.424,44.14,6.219
1008,2024-01-29,1.819,43.6,6.499
1008,2024-01-30,1.988,41.94,6.659
1008,2024-01-31,2.006,43.39,6.439
1008,2024-02-01,1.834,43.42,6.438
1008,2024-02-02,1.859,43.75,6.39
1008,2024-02-03,2.043,43.65,6.424
1008,2024-02-04,1.956,43.84,6.288
1008,2024-02-05,,,
1008,2024-02-06,2.118,44.4,6.376
1008,2024-02-07,2.224,45.56,6.259
1008,2024-02-08,2.345,45.19,6.327
1008,2024-02-09,2.483,45.66,6.246
1008,2024-02-10,2.637,46.19,6.263
1008,2024-02-11,2.807,46.78,6.226
1008,2024-02-12,2.994,47.43,6.186
1008,2024-02-13,3.197,48.12,6.142
1008,2024-02-14,3.416,48.88,6.094
1008,2024-02-15,3.651,49.69,6.043
1008,2024-02-16,,,
1008,2024-02-17,4.17,51.48,5.93
1008,2024-02-18,4.453,52.46,5.868
1008,2024-02-19,,,
1008,2024-02-20,5.07,54.59,5.734
1008,2024-02-21,2.044,43.4,6.216
1008,2024-02-22,1.693,43.16,6.163
1008,2024-02-23,1.768,42.9,6.235
1008,2024-02-24,1.843,41.71,6.484
1008,2024-02-25,1.953,42.71,6.23
1008,2024-02-26,1.805,42.88,6.289
1008,2024-02-27,1.638,43.37,6.45
1008,2024-02-28,1.518,42.39,6.318
1008,2024-02-29,2.065,41.49,6.26
1008,2024-03-01,2.043,44.05,6.582
1008,2024-03-02,1.695,45.12,6.515
1008,2024-03-03,2.125,41.27,6.557
1008,2024-03-04,1.816,43.26,6.576
1008,2024-03-05,1.92,44.25,6.651
1008,2024-03-06,2.082,42.23,6.437
1008,2024-03-07,1.733,41.96,6.416
1008,2024-03-08,1.673,43.43,6.19
1008,2024-03-09,1.481,43.16,6.408
1008,2024-03-10,1.89,42.76,6.356
1008,2024-03-11,1.919,45.04,6.593
1008,2024-03-12,2.002,44.9,6.539
1008,2024-03-13,1.95,44.05,6.654
1008,2024-03-14,1.85,43.33,6.599
1008,2024-03-15,2.06,43.07,6.612
1008,2024-03-16,1.623,44.29,6.518
1008,2024-03-17,1.907,43.17,6.461
1008,2024-03-18,1.932,44.89,6.386
1008,2024-03-19,1.805,44.65,6.438
1008,2024-03-20,2.176,42.8,6.304
1008,2024-03-21,1.917,44.17,6.497
1008,2024-03-22,2.1,44.98,6.429
1008,2024-03-23,2.009,44.07,6.148
1008,2024-03-24,1.793,42.47,6.051
1008,2024-03-25,2.218,43.15,6.335
1008,2024-03-26,2.052,43.08,6.373
1008,2024-03-27,1.833,43.54,6.397
1008,2024-03-28,1.806,43.45,6.626
1008,2024-03-29,1.622,43.07,6.349
1008,2024-03-30,1.799,44.28,6.257
1008,2024-03-31,1.782,44.78,6.494
1008,2024-04-01,1.872,42.86,6.584
1008,2024-04-02,1.745,41.95,6.676
1008,2024-04-03,1.944,43.8,6.293
1008,2024-04-04,1.813,43.44,6.403
1008,2024-04-05,1.512,43.86,6.378
1008,2024-04-06,1.728,42.75,6.656
1008,2024-04-07,1.649,43.73,6.54
1008,2024-04-08,1.574,42.53,6.442
1008,2024-04-09,1.779,44.53,6.543
1008,2024-04-10,2.013,45.12,6.388
1008,2024-04-11,1.605,42.51,6.41
1008,2024-04-12,1.427,40.85,6.434
1008,2024-04-13,1.797,42.96,6.367
1008,2024-04-14,2.43,42.92,6.402
1008,2024-04-15,1.711,43.65,6.489
1008,2024-04-16,1.884,43.47,6.473
1008,2024-04-17,1.747,43.95,6.651
1008,2024-04-18,2.002,46.17,6.562
1008,2024-04-19,2.119,42.9,6.428
1008,2024-04-20,1.798,43.08,6.123
1008,2024-04-21,2.068,43.89,6.225
1008,2024-04-22,1.612,41.61,6.366
1008,2024-04-23,,,
1008,2024-04-24,1.575,42.84,6.25
1008,2024-04-25,1.868,42.03,6.384
1008,2024-04-26,1.707,42.62,6.454
1008,2024-04-27,1.878,43.97,6.346
1008,2024-04-28,1.605,44.31,6.417
1008,2024-04-29,1.877,44.71,6.423
1008,2024-04-30,1.853,43.91,6.336
1008,2024-05-01,1.716,42.75,6.313
1008,2024-05-02,1.669,44.03,6.418
1008,2024-05-03,1.592,43.39,6.475
1008,2024-05-04,1.751,45.81,6.287
1008,2024-05-05,1.911,41.41,6.144
1008,2024-05-06,1.804,45.09,6.299
1008,2024-05-07,1.862,44.25,6.508
1008,2024-05-08,2.085,43.89,6.205
1008,2024-05-09,1.766,43.39,6.568
1008,2024-05-10,1.89,42.92,6.352
1008,2024-05-11,1.997,42.52,6.454
1008,2024-05-12,1.934,41.92,6.325
1008,2024-05-13,1.909,45.52,6.519
1008,2024-05-14,1.847,44.42,6.442
1008,2024-05-15,2.218,44.16,6.488
1008,2024-05-16,1.816,43.85,6.157
1008,2024-05-17,1.753,41.57,6.538
1008,2024-05-18,1.95,43.21,6.195
1008,2024-05-19,2.16,43.61,6.387
1008,2024-05-20,2.115,44.65,6.509
1008,2024-05-21,1.838,42.49,6.407
1008,2024-05-22,1.998,43.76,6.506
1008,2024-05-23,1.932,43.25,6.459
1008,2024-05-24,1.846,43.52,6.448
1008,2024-05-25,1.962,42.71,6.319
1008,2024-05-26,1.956,43.86,6.578
1008,2024-05-27,1.86,43.58,6.595
1008,2024-05-28,2.178,41.63,6.358
1008,2024-05-29,1.756,44.71,6.307
1008,2024-05-30,2.111,45.7,6.464
1008,2024-05-31,2.253,42.62,6.327
1008,2024-06-01,2.256,44.65,6.454
1008,2024-06-02,1.886,42.52,6.551
1008,2024-06-03,1.795,42.97,6.529
1008,2024-06-04,1.511,45.26,6.645
1008,2024-06-05,1.82,43.7,6.5
1008,2024-06-06,2.322,45.02,6.286
1008,2024-06-07,1.517,43.8,6.313
1008,2024-06-08,1.521,44.52,6.51
1008,2024-06-09,2.0,43.34,6.706
1008,2024-06-10,,,
1008,2024-06-11,1.465,45.3,6.304
1008,2024-06-12,1.82,44.19,6.633
1008,2024-06-13,1.9,42.95,6.416
1008,2024-06-14,1.527,43.15,6.533
1008,2024-06-15,2.024,42.57,6.587
1008,2024-06-16,1.565,44.12,6.294
1008,2024-06-17,2.059,44.04,6.383
1008,2024-06-18,1.872,42.82,6.355
1008,2024-06-19,1.692,44.44,6.509
1008,2024-06-20,1.509,42.94,6.527
1008,2024-06-21,1.763,45.34,6.364
1008,2024-06-22,1.812,44.35,6.513
1008,2024-06-23,1.805,45.11,6.181
1008,2024-06-24,1.712,42.81,6.484
1008,2024-06-25,1.789,42.53,6.483
1008,2024-06-26,2.006,41.7,6.434
1008,2024-06-27,1.649,44.17,6.228
1008,2024-06-28,1.789,42.4,6.42
1008,2024-06-29,1.923,44.87,6.282
1008,2024-06-30,1.827,43.67,6.639
1008,2024-07-01,2.005,44.29,6.393
1008,2024-07-02,2.143,42.25,6.404
1008,2024-07-03,1.76,42.94,6.418
1008,2024-07-04,1.874,43.71,6.51
1008,2024-07-05,1.242,44.27,6.445
1008,2024-07-06,1.761,42.25,6.51
1008,2024-07-07,1.965,43.87,6.303
1008,2024-07-08,1.606,42.71,6.59
1008,2024-07-09,2.098,44.34,6.364
1008,2024-07-10,1.453,43.31,6.541
1008,2024-07-11,2.102,43.24,6.467
1008,2024-07-12,1.727,43.97,6.585
1008,2024-07-13,1.626,44.69,6.423
1008,2024-07-14,1.733,43.29,6.226
1008,2024-07-15,1.777,44.76,6.271
1008,2024-07-16,1.627,42.54,6.402
1008,2024-07-17,1.553,43.82,6.629
1008,2024-07-18,1.725,42.42,6.374
1008,2024-07-19,2.02,43.75,6.442
1008,2024-07-20,1.912,42.62,6.611
1008,2024-07-21,2.1,43.57,6.354
1008,2024-07-22,1.708,44.15,6.477
1008,2024-07-23,,,
1008,2024-07-24,1.763,41.78,6.349
1008,2024-07-25,1.859,43.36,6.466
1008,2024-07-26,1.923,44.05,6.581
1008,2024-07-27,,,
1008,2024-07-28,1.971,42.63,6.386
1008,2024-07-29,1.863,44.36,6.844
1008,2024-07-30,2.102,43.24,6.483
1008,2024-07-31,1.673,44.29,6.395
1008,2024-08-01,1.566,42.65,6.332
1008,2024-08-02,1.963,43.97,6.295
1008,2024-08-03,1.863,44.7,6.549
1008,2024-08-04,1.854,42.87,6.027
1008,2024-08-05,2.017,43.24,6.412
1008,2024-08-06,1.762,44.15,6.24
1008,2024-08-07,1.807,44.05,6.41
1008,2024-08-08,1.905,43.88,6.429
1008,2024-08-09,1.96,43.4,6.25
1008,2024-08-10,2.027,41.97,6.295
1008,2024-08-11,1.853,43.52,6.612
1008,2024-08-12,1.882,42.24,6.356
1008,2024-08-13,1.344,43.61,6.433
1008,2024-08-14,,,
1008,2024-08-15,1.514,44.95,6.551
1008,2024-08-16,1.82,45.41,6.606
1008,2024-08-17,2.338,43.96,6.563
1008,2024-08-18,1.763,42.68,6.512
1008,2024-08-19,1.511,43.22,6.513
1008,2024-08-20,2.152,44.4,6.267
1008,2024-08-21,1.718,44.17,6.618
1008,2024-08-22,1.796,42.83,6.355
1008,2024-08-23,1.796,44.71,6.309
1008,2024-08-24,1.976,44.24,6.381
1008,2024-08-25,1.985,44.05,6.322
1008,2024-08-26,1.804,43.17,6.492
1008,2024-08-27,2.051,43.52,6.535
1008,2024-08-28,1.648,42.81,6.614
1008,2024-08-29,1.964,43.7,6.42
1008,2024-08-30,1.704,42.86,6.35
1008,2024-08-31,1.969,44.68,6.394
1008,2024-09-01,1.694,43.56,6.269
1008,2024-09-02,1.74,43.73,6.33
1008,2024-09-03,2.124,43.84,6.715
1008,2024-09-04,1.603,43.83,6.325
1008,2024-09-05,,,
1008,2024-09-06,1.943,44.79,6.522
1008,2024-09-07,1.774,43.61,6.47
1008,2024-09-08,1.742,42.97,6.542
1008,2024-09-09,1.799,42.55,6.312
1008,2024-09-10,2.253,42.84,6.283
1008,2024-09-11,1.62,42.91,6.619
1008,2024-09-12,1.774,43.53,6.338
1008,2024-09-13,1.861,42.66,6.42
1008,2024-09-14,1.639,43.62,6.464
1008,2024-09-15,1.821,43.66,6.173
1008,2024-09-16,1.925,42.83,6.407
1008,2024-09-17,1.645,45.7,6.342
1008,2024-09-18,2.051,43.39,6.507
1008,2024-09-19,1.599,43.84,6.39
1008,2024-09-20,,,
1008,2024-09-21,1.895,43.35,6.545
1008,2024-09-22,2.465,44.18,6.074
1008,2024-09-23,1.477,44.87,6.376
1008,2024-09-24,1.884,43.43,6.336
1008,2024-09-25,2.332,42.65,6.347
1008,2024-09-26,1.708,44.05,6.432
1008,2024-09-27,,,
1008,2024-09-28,1.87,43.66,6.311
1008,2024-09-29,1.541,43.31,6.347
1008,2024-09-30,1.906,43.82,6.538
1008,2024-10-01,1.649,42.0,6.505
1008,2024-10-02,1.844,43.06,6.534
1008,2024-10-03,1.527,42.48,6.48
1008,2024-10-04,1.973,42.96,6.399
1008,2024-10-05,1.344,44.07,6.365
1008,2024-10-06,1.793,43.29,6.367
1008,2024-10-07,2.085,42.9,6.561
1008,2024-10-08,1.93,44.66,6.644
1008,2024-10-09,1.757,43.5,6.713
1008,2024-10-10,1.78,41.48,6.287
1008,2024-10-11,1.742,42.45,6.4
1008,2024-10-12,2.371,43.88,6.434
1008,2024-10-13,1.816,43.91,6.41
1008,2024-10-14,1.824,43.69,6.275
1008,2024-10-15,1.68,43.73,6.741
1008,2024-10-16,1.732,42.58,6.647
1008,2024-10-17,1.949,43.37,6.411
1008,2024-10-18,1.705,42.29,6.37
1008,2024-10-19,1.665,42.64,6.433
1008,2024-10-20,1.716,42.56,6.263
1008,2024-10-21,1.756,42.63,6.386
1008,2024-10-22,1.861,43.12,6.543
1008,2024-10-23,1.729,43.23,6.668
1008,2024-10-24,1.788,42.66,6.56
1008,2024-10-25,1.676,44.51,6.617
1008,2024-10-26,2.074,43.0,6.285
1008,2024-10-27,,,
1008,2024-10-28,,,
1008,2024-10-29,1.885,42.24,6.46
1008,2024-10-30,1.817,44.31,6.422
1008,2024-10-31,1.513,42.06,6.67
1008,2024-11-01,1.79,44.86,6.298
1008,2024-11-02,2.157,43.75,6.299
1008,2024-11-03,1.927,42.45,6.329
1008,2024-11-04,2.062,41.27,6.663
1008,2024-11-05,1.692,43.03,6.568
1008,2024-11-06,1.529,42.09,6.181
1008,2024-11-07,1.687,44.5,6.669
1008,2024-11-08,2.097,42.19,6.436
1008,2024-11-09,,,
1008,2024-11-10,1.668,43.89,6.324
1008,2024-11-11,2.047,43.42,6.701
1008,2024-11-12,1.776,43.66,6.496
1008,2024-11-13,1.787,43.16,6.621
1008,2024-11-14,1.902,44.12,6.292
1008,2024-11-15,1.844,42.48,6.533
1008,2024-11-16,1.766,43.96,6.447
1008,2024-11-17,1.877,42.21,6.402
1008,2024-11-18,1.683,43.57,6.318
1008,2024-11-19,1.818,42.28,6.334
1008,2024-11-20,1.957,43.2,6.268
1008,2024-11-21,1.614,43.98,6.34
1008,2024-11-22,1.784,44.61,6.43
1008,2024-11-23,1.598,41.62,6.517
1008,2024-11-24,1.975,42.64,6.212
1008,2024-11-25,1.949,42.43,6.287
1008,2024-11-26,2.015,44.59,6.347
1008,2024-11-27,2.033,42.54,6.201
1008,2024-11-28,2.031,44.09,6.393
1008,2024-11-29,1.97,42.88,6.396
1008,2024-11-30,1.671,41.97,6.407
1008,2024-12-01,2.013,43.5,6.492
1008,2024-12-02,1.644,42.27,6.568
1008,2024-12-03,2.293,44.11,6.548
1008,2024-12-04,1.884,44.2,6.474
1008,2024-12-05,1.945,44.7,6.518
1008,2024-12-06,1.58,42.39,6.32
1008,2024-12-07,2.041,44.94,6.3
1008,2024-12-08,2.061,44.34,6.526
1008,2024-12-09,1.512,41.62,6.514
1008,2024-12-10,1.715,45.57,6.747
1008,2024-12-11,1.733,45.05,6.402
1008,2024-12-12,1.697,42.36,6.293
1008,2024-12-13,2.103,43.71,6.475
1008,2024-12-14,2.259,42.06,6.37
1008,2024-12-15,1.613,43.25,6.307
1008,2024-12-16,2.036,43.57,6.628
1008,2024-12-17,1.774,43.99,6.709
1008,2024-12-18,2.1,42.57,6.487
1008,2024-12-19,1.336,43.36,6.341
1008,2024-12-20,1.739,42.46,6.47
1008,2024-12-21,2.069,43.76,6.426
1008,2024-12-22,1.674,44.04,6.236
1008,2024-12-23,2.064,43.45,6.553
1008,2024-12-24,1.724,44.52,6.483
1008,2024-12-25,2.054,44.13,6.613
1008,2024-12-26,1.943,43.75,6.355
1008,2024-12-27,1.742,44.53,6.432
1008,2024-12-28,1.673,42.16,6.418
1008,2024-12-29,1.792,43.35,6.188
1008,2024-12-30,2.058,41.63,6.793
1008,2024-12-31,1.824,43.36,6.136
1008,2025-01-01,1.693,42.92,6.271
1008,2025-01-02,2.49,44.2,6.384
1008,2025-01-03,1.51,42.95,6.211
1008,2025-01-04,1.78,42.75,6.495
1008,2025-01-05,1.934,43.29,6.368
1008,2025-01-06,1.826,43.39,6.439
1008,2025-01-07,1.834,43.89,6.438
1008,2025-01-08,1.858,43.49,6.432
1008,2025-01-09,1.897,43.61,6.422
1008,2025-01-10,1.952,43.78,6.409
1008,2025-01-11,2.022,44.52,6.391
1008,2025-01-12,2.108,44.26,6.37
1008,2025-01-13,,,
1008,2025-01-14,2.327,44.93,6.316
1008,2025-01-15,2.46,45.33,6.283
1008,2025-01-16,2.609,45.79,6.247
1008,2025-01-17,2.773,46.29,6.206
1008,2025-01-18,2.953,46.84,6.162
1008,2025-01-19,3.149,47.44,6.114
1008,2025-01-20,3.36,48.09,6.061
1008,2025-01-21,3.587,48.78,6.006
1008,2025-01-22,3.83,49.52,5.946
1008,2025-01-23,4.088,50.31,5.882
1008,2025-01-24,4.362,51.15,5.815
1008,2025-01-25,,,
1008,2025-01-26,4.956,52.97,5.668
1008,2025-01-27,1.913,43.77,6.479
1008,2025-01-28,1.728,43.89,6.522
1008,2025-01-29,1.487,42.01,6.558
1008,2025-01-30,2.148,43.57,6.656
1008,2025-01-31,1.947,43.82,6.295
1008,2025-02-01,1.933,44.4,6.508
1008,2025-02-02,,,
1008,2025-02-03,1.798,44.06,6.639
1008,2025-02-04,1.88,45.33,6.291
1008,2025-02-05,1.674,42.96,6.483
1008,2025-02-06,2.154,42.98,6.479
1008,2025-02-07,1.419,43.07,6.474
1008,2025-02-08,1.964,41.91,6.114
1008,2025-02-09,1.444,43.03,6.564
1008,2025-02-10,1.509,45.0,6.207
1008,2025-02-11,1.566,42.47,6.755
1008,2025-02-12,1.936,43.2,6.534
1008,2025-02-13,1.679,44.57,6.425
1008,2025-02-14,1.687,43.95,6.531
1008,2025-02-15,1.826,43.62,6.439
1008,2025-02-16,1.834,43.42,6.363
1008,2025-02-17,1.858,43.51,6.411
1008,2025-02-18,1.897,43.65,6.375
1008,2025-02-19,1.952,44.07,6.324
1008,2025-02-20,2.022,44.12,6.262
1008,2025-02-21,2.109,44.43,6.184
1008,2025-02-22,2.21,44.81,6.091
1008,2025-02-23,2.328,45.24,5.985
1008,2025-02-24,2.461,45.73,5.864
1008,2025-02-25,2.61,46.28,5.729
1008,2025-02-26,2.775,46.89,5.579
1008,2025-02-27,2.955,47.56,5.416
1008,2025-02-28,3.151,48.28,5.238
1008,2025-03-01,3.363,49.06,5.046
1008,2025-03-02,3.59,49.9,4.84
1008,2025-03-03,3.833,50.79,4.62
1008,2025-03-04,4.092,51.75,4.385
1008,2025-03-05,4.366,52.76,4.137
1008,2025-03-06,,,
1008,2025-03-07,4.962,54.95,3.596
