EquipmentID,DateKey,ShiftID,PlannedProductionMinutes,DowntimeMinutes,IdealCycleTime,TotalCount,GoodCount
1006,20250402,1,480,22.3,0.516,789,756
1006,20250402,2,480,24.5,0.616,726,692
1006,20250402,3,480,11.2,0.637,651,634
1006,20250403,1,480,8.8,0.523,811,795
1006,20250403,2,480,11.7,0.605,750,736
1006,20250403,3,480,15.9,0.511,867,825
1006,20250404,1,480,5.3,0.606,763,725
1006,20250404,2,480,11.1,0.46,899,871
1006,20250404,3,480,2.5,0.815,504,493
1006,20250405,1,480,4.1,0.453,961,929
1006,20250405,2,480,1.1,0.432,988,976
1006,20250405,3,480,21.3,0.433,925,894
1006,20250406,1,480,16.3,0.543,752,736
1006,20250406,2,480,17.0,0.644,678,644
1006,20250406,3,480,8.2,0.705,629,603
1006,20250407,1,480,8.3,0.513,897,865
1006,20250407,2,480,22.0,0.842,502,498
1006,20250407,3,480,1.9,0.463,936,920
1006,20250408,1,480,24.3,0.633,612,586
1006,20250408,2,480,11.0,0.745,586,581
1006,20250408,3,480,6.6,0.67,614,602
1006,20250409,1,480,19.1,0.657,640,613
1006,20250409,2,480,23.4,0.703,626,595
1006,20250409,3,480,6.3,0.641,683,662
1006,20250410,1,480,8.4,0.625,680,647
1006,20250410,2,480,17.3,0.786,526,524
1006,20250410,3,480,24.7,0.684,639,624
1006,20250411,1,480,6.5,0.435,977,937
1006,20250411,2,480,23.1,0.886,476,465
1006,20250411,3,480,23.3,0.774,514,512
1006,20250412,1,480,14.3,0.41,996,985
1006,20250412,2,480,3.2,0.826,554,527
1006,20250412,3,480,8.3,0.653,621,607
1006,20250413,1,480,24.5,0.7,598,593
1006,20250413,2,480,24.1,0.851,458,437
1006,20250413,3,480,15.4,0.513,835,827
1006,20250414,1,480,23.5,0.567,780,760
1006,20250414,2,480,16.5,0.463,859,848
1006,20250414,3,480,15.0,0.812,496,475
1006,20250415,1,480,1.6,0.725,617,599
1006,20250415,2,480,3.4,0.412,1025,973
1006,20250415,3,480,23.7,0.485,834,824
1006,20250416,1,480,24.9,0.71,567,551
1006,20250416,2,480,1.5,0.455,998,988
1006,20250416,3,480,6.8,0.769,578,563
1006,20250417,1,480,7.2,0.893,468,449
1006,20250417,2,480,2.7,0.729,639,611
1006,20250417,3,480,2.6,0.852,528,526
1006,20250418,1,480,17.8,0.786,537,516
1006,20250418,2,480,14.2,0.579,736,717
1006,20250418,3,480,0.7,0.704,612,605
1006,20250419,1,480,1.4,0.678,635,606
1006,20250419,2,480,10.3,0.605,741,709
1006,20250419,3,480,20.8,0.424,998,979
1006,20250420,1,480,0.4,0.435,979,948
1006,20250420,2,480,8.7,0.886,464,461
1006,20250420,3,480,23.6,0.488,894,893
1006,20250421,1,480,6.2,0.651,695,685
1006,20250421,2,480,20.8,0.574,693,681
1006,20250421,3,480,8.5,0.723,597,580
1006,20250422,1,480,22.0,0.72,596,594
1006,20250422,2,480,6.7,0.744,572,560
1006,20250422,3,480,20.4,0.861,485,480
1006,20250423,1,480,8.4,0.731,627,616
1006,20250423,2,480,17.6,0.819,499,492
1006,20250423,3,480,15.9,0.673,680,659
1006,20250424,1,480,5.9,0.82,506,499
1006,20250424,2,480,23.2,0.811,528,525
1006,20250424,3,480,12.2,0.438,1017,1001
1006,20250425,1,480,21.6,0.603,661,631
1006,20250425,2,480,8.6,0.796,546,523
1006,20250425,3,480,6.0,0.574,757,750
1006,20250426,1,480,24.8,0.7,588,563
1006,20250426,2,480,12.8,0.707,591,570
1006,20250426,3,480,20.7,0.73,574,560
1006,20250427,1,480,12.6,0.487,932,889
1006,20250427,2,480,5.3,0.681,637,623
1006,20250427,3,480,23.0,0.543,733,700
1006,20250428,1,480,1.5,0.795,550,529
1006,20250428,2,480,16.9,0.789,575,557
1006,20250428,3,480,17.2,0.535,840,835
1006,20250429,1,480,15.8,0.729,600,587
1006,20250429,2,480,11.0,0.77,601,592
1006,20250429,3,480,7.7,0.65,678,646
1006,20250430,1,480,12.3,0.451,955,911
1006,20250430,2,480,9.0,0.877,457,440
1006,20250430,3,480,9.3,0.695,667,654
1006,20250501,1,480,22.3,0.481,847,841
1006,20250501,2,480,0.1,0.627,699,696
1006,20250501,3,480,11.2,0.853,512,493
1006,20250502,1,480,3.7,0.645,629,607
1006,20250502,2,480,13.1,0.679,627,625
1006,20250502,3,480,3.7,0.899,501,496
1006,20250503,1,480,15.9,0.507,874,866
1006,20250503,2,480,18.8,0.837,473,471
1006,20250503,3,480,23.5,0.848,505,500
1006,20250504,1,480,15.1,0.646,705,676
1006,20250504,2,480,21.3,0.62,659,642
1006,20250504,3,480,15.9,0.491,902,874
1006,20250505,1,480,17.6,0.479,828,793
1006,20250505,2,480,4.5,0.781,559,551
1006,20250505,3,480,18.7,0.523,862,851
1006,20250506,1,480,2.1,0.686,632,614
1006,20250506,2,480,9.2,0.648,653,635
1006,20250506,3,480,13.6,0.765,531,507
1006,20250507,1,480,12.4,0.637,681,667
1006,20250507,2,480,6.9,0.724,600,584
1006,20250507,3,480,14.8,0.706,616,610
1006,20250508,1,480,12.5,0.871,527,509
1006,20250508,2,480,22.0,0.61,740,736
1006,20250508,3,480,11.0,0.575,771,746
1006,20250509,1,480,16.5,0.611,698,676
1006,20250509,2,480,19.9,0.701,620,613
1006,20250509,3,480,19.9,0.655,622,601
1006,20250510,1,480,13.8,0.519,861,827
1006,20250510,2,480,8.4,0.716,624,604
1006,20250510,3,480,18.9,0.851,473,470
1006,20250511,1,480,13.5,0.624,718,709
1006,20250511,2,480,17.1,0.604,680,658
1006,20250511,3,480,14.3,0.682,668,649
1006,20250512,1,480,16.7,0.73,604,603
1006,20250512,2,480,20.1,0.42,1055,1053
1006,20250512,3,480,0.9,0.699,640,624
1006,20250513,1,480,21.9,0.807,496,473
1006,20250513,2,480,4.2,0.843,487,478
1006,20250513,3,480,17.1,0.509,802,794
1006,20250514,1,480,10.5,0.65,654,627
1006,20250514,2,480,11.0,0.535,781,749
1006,20250514,3,480,15.7,0.543,746,738
1006,20250515,1,480,14.4,0.829,538,520
1006,20250515,2,480,14.0,0.893,469,451
1006,20250515,3,480,4.1,0.87,484,481
1006,20250516,1,480,14.8,0.695,606,587
1006,20250516,2,480,8.0,0.765,588,573
1006,20250516,3,480,11.2,0.718,599,593
1006,20250517,1,480,1.6,0.851,519,505
1006,20250517,2,480,9.8,0.666,621,605
1006,20250517,3,480,10.0,0.547,755,749
1006,20250518,1,480,21.3,0.643,629,611
1006,20250518,2,480,23.1,0.79,556,547
1006,20250518,3,480,18.1,0.475,873,864
1006,20250519,1,480,4.4,0.438,1051,1038
1006,20250519,2,480,4.0,0.664,613,586
1006,20250519,3,480,6.4,0.752,562,556
1006,20250520,1,480,0.6,0.402,1063,1047
1006,20250520,2,480,23.8,0.558,758,721
1006,20250520,3,480,0.0,0.408,1016,1008
1006,20250521,1,480,16.0,0.849,528,521
1006,20250521,2,480,8.8,0.467,872,829
1006,20250521,3,480,4.4,0.41,1097,1063
1006,20250522,1,480,13.2,0.639,649,620
1006,20250522,2,480,13.6,0.832,535,532
1006,20250522,3,480,8.9,0.823,544,541
1006,20250523,1,480,7.2,0.802,543,527
1006,20250523,2,480,11.6,0.616,739,736
1006,20250523,3,480,16.6,0.496,849,821
1006,20250524,1,480,16.8,0.435,1002,974
1006,20250524,2,480,6.5,0.432,939,933
1006,20250524,3,480,14.4,0.676,587,579
1006,20250525,1,480,5.3,0.592,754,721
1006,20250525,2,480,19.9,0.818,519,502
1006,20250525,3,480,6.3,0.762,558,552
1006,20250526,1,480,18.3,0.576,707,684
1006,20250526,2,480,8.6,0.878,503,494
1006,20250526,3,480,7.1,0.582,743,741
1006,20250527,1,480,16.7,0.477,960,924
1006,20250527,2,480,15.5,0.838,518,515
1006,20250527,3,480,21.2,0.418,1038,1022
1006,20250528,1,480,9.3,0.855,529,512
1006,20250528,2,480,5.6,0.506,825,807
1006,20250528,3,480,16.1,0.474,907,872
1006,20250529,1,480,22.8,0.828,478,460
1006,20250529,2,480,23.6,0.549,801,762
1006,20250529,3,480,9.7,0.707,602,595
1006,20250530,1,480,24.5,0.657,634,624
1006,20250530,2,480,18.8,0.43,977,952
1006,20250530,3,480,7.7,0.78,589,583
1006,20250531,1,480,15.8,0.797,514,488
1006,20250531,2,480,12.8,0.605,751,742
1006,20250531,3,480,9.5,0.409,1022,988
1006,20250601,1,480,16.9,0.852,478,472
1006,20250601,2,480,18.2,0.577,682,648
1006,20250601,3,480,15.5,0.824,529,522
1006,20250602,1,480,12.6,0.531,753,745
1006,20250602,2,480,11.9,0.838,503,484
1006,20250602,3,480,16.7,0.702,626,597
1006,20250603,1,480,2.1,0.685,646,616
1006,20250603,2,480,10.8,0.717,605,580
1006,20250603,3,480,23.2,0.417,972,926
1006,20250604,1,480,7.1,0.743,543,516
1006,20250604,2,480,5.1,0.414,1037,996
1006,20250604,3,480,8.1,0.819,524,498
1006,20250605,1,480,13.7,0.455,879,849
1006,20250605,2,480,6.8,0.456,925,900
1006,20250605,3,480,6.3,0.416,1110,1089
1006,20250606,1,480,17.7,0.604,712,700
1006,20250606,2,480,8.9,0.816,553,533
1006,20250606,3,480,8.3,0.492,882,872
1006,20250607,1,480,14.1,0.577,732,720
1006,20250607,2,480,12.9,0.676,646,637
1006,20250607,3,480,15.6,0.742,590,587
1006,20250608,1,480,18.4,0.673,669,665
1006,20250608,2,480,8.8,0.803,579,555
1006,20250608,3,480,9.9,0.608,723,720
1006,20250609,1,480,7.6,0.777,583,573
1006,20250609,2,480,14.7,0.686,603,576
1006,20250609,3,480,8.4,0.515,862,854
1006,20250610,1,480,4.0,0.73,565,547
1006,20250610,2,480,4.3,0.55,839,814
1006,20250610,3,480,2.7,0.499,926,898
1006,20250611,1,480,23.4,0.681,617,599
1006,20250611,2,480,19.3,0.818,488,473
1006,20250611,3,480,7.1,0.85,530,511
1006,20250612,1,480,10.2,0.61,755,734
1006,20250612,2,480,0.5,0.765,541,530
1006,20250612,3,480,12.8,0.781,554,531
1006,20250613,1,480,22.3,0.852,488,478
1006,20250613,2,480,13.8,0.667,602,586
1006,20250613,3,480,5.6,0.799,575,546
1006,20250614,1,480,18.4,0.457,859,816
1006,20250614,2,480,11.7,0.807,518,515
1006,20250614,3,480,10.5,0.494,868,851
1006,20250615,1,480,12.6,0.62,660,649
1006,20250615,2,480,8.8,0.885,482,463
1006,20250615,3,480,21.5,0.504,794,782
1006,20250616,1,480,167.6,0.626,478,467
1006,20250616,2,480,315.5,0.755,193,190
1006,20250616,3,480,184.6,0.73,371,354
1006,20250617,1,480,18.2,0.622,667,648
1006,20250617,2,480,14.6,0.778,584,574
1006,20250617,3,480,24.9,0.479,828,818
1006,20250618,1,480,15.8,0.831,527,500
1006,20250618,2,480,16.8,0.506,835,821
1006,20250618,3,480,16.4,0.591,745,742
1006,20250619,1,480,5.8,0.46,895,870
1006,20250619,2,480,7.5,0.634,642,617
1006,20250619,3,480,8.7,0.867,484,460
1006,20250620,1,480,7.8,0.868,494,489
1006,20250620,2,480,6.7,0.468,929,914
1006,20250620,3,480,21.1,0.521,870,847
1006,20250621,1,480,12.6,0.829,511,504
1006,20250621,2,480,14.2,0.468,850,846
1006,20250621,3,480,21.7,0.892,485,476
1006,20250622,1,480,5.2,0.721,604,584
1006,20250622,2,480,17.1,0.442,964,951
1006,20250622,3,480,20.7,0.645,640,625
1006,20250623,1,480,85.2,0.81,422,409
1006,20250623,2,480,306.2,0.753,220,216
1006,20250623,3,480,153.5,0.492,614,585
1006,20250624,1,480,22.6,0.498,808,786
1006,20250624,2,480,8.0,0.483,965,929
1006,20250624,3,480,18.5,0.763,534,514
1006,20250625,1,480,13.4,0.831,535,516
1006,20250625,2,480,1.1,0.704,623,602
1006,20250625,3,480,16.2,0.876,517,508
1006,20250626,1,480,24.0,0.598,658,639
1006,20250626,2,480,16.5,0.801,567,553
1006,20250626,3,480,9.3,0.541,813,799
1006,20250627,1,480,15.8,0.498,850,810
1006,20250627,2,480,13.0,0.507,897,887
1006,20250627,3,480,18.3,0.456,923,885
1006,20250628,1,480,1.1,0.601,712,708
1006,20250628,2,480,23.2,0.867,448,436
1006,20250628,3,480,0.5,0.702,629,610
1006,20250629,1,480,1.3,0.452,946,909
1006,20250629,2,480,4.5,0.826,491,471
1006,20250629,3,480,22.9,0.836,491,485
1006,20250630,1,480,3.8,0.72,643,625
1006,20250630,2,480,4.2,0.689,659,654
1006,20250630,3,480,9.5,0.542,821,790
1006,20250701,1,480,6.1,0.491,870,845
1006,20250701,2,480,18.1,0.454,925,908
1006,20250701,3,480,13.6,0.794,572,549
1006,20250702,1,480,22.7,0.843,488,483
1006,20250702,2,480,12.9,0.805,553,551
1006,20250702,3,480,5.5,0.768,526,523
1006,20250703,1,480,5.0,0.587,783,762
1006,20250703,2,480,16.6,0.581,739,732
1006,20250703,3,480,22.3,0.628,692,673
1006,20250704,1,480,23.5,0.764,543,529
1006,20250704,2,480,4.6,0.871,483,463
1006,20250704,3,480,11.3,0.763,580,558
1006,20250705,1,480,6.6,0.518,853,850
1006,20250705,2,480,22.2,0.652,633,613
1006,20250705,3,480,20.2,0.725,542,516
1006,20250706,1,480,12.0,0.666,691,661
1006,20250706,2,480,20.2,0.848,489,468
1006,20250706,3,480,6.2,0.731,557,553
1006,20250707,1,480,18.9,0.797,551,526
1006,20250707,2,480,18.3,0.7,565,544
1006,20250707,3,480,10.6,0.671,612,597
1006,20250708,1,480,23.9,0.577,688,669
1006,20250708,2,480,11.3,0.859,499,479
1006,20250708,3,480,5.6,0.417,1085,1044
1006,20250709,1,480,19.7,0.675,647,621
1006,20250709,2,480,3.9,0.609,703,685
1006,20250709,3,480,18.7,0.854,504,484
1006,20250710,1,480,7.4,0.853,487,464
1006,20250710,2,480,23.0,0.413,1056,1010
1006,20250710,3,480,16.7,0.493,916,872
1006,20250711,1,480,7.6,0.792,554,537
1006,20250711,2,480,10.9,0.651,712,699
1006,20250711,3,480,12.2,0.561,767,763
1006,20250712,1,480,5.5,0.573,711,697
1006,20250712,2,480,19.2,0.716,620,612
1006,20250712,3,480,24.3,0.626,627,612
1006,20250713,1,480,19.3,0.603,697,687
1006,20250713,2,480,0.4,0.729,624,622
1006,20250713,3,480,18.2,0.465,913,885
1006,20250714,1,480,10.0,0.793,552,544
1006,20250714,2,480,18.6,0.744,592,568
1006,20250714,3,480,2.5,0.481,956,952
1006,20250715,1,480,23.4,0.406,1112,1104
1006,20250715,2,480,5.0,0.679,691,672
1006,20250715,3,480,23.8,0.672,609,583
1006,20250716,1,480,2.6,0.753,567,549
1006,20250716,2,480,23.4,0.5,823,818
1006,20250716,3,480,23.5,0.801,514,491
1006,20250717,1,480,19.7,0.82,533,515
1006,20250717,2,480,16.3,0.751,601,575
1006,20250717,3,480,6.6,0.602,757,752
1006,20250718,1,480,7.0,0.652,678,649
1006,20250718,2,480,19.8,0.635,706,689
1006,20250718,3,480,20.8,0.425,984,955
1006,20250719,1,480,4.8,0.681,666,648
1006,20250719,2,480,20.8,0.546,750,718
1006,20250719,3,480,19.6,0.474,845,803
1006,20250720,1,480,9.7,0.618,694,685
1006,20250720,2,480,10.4,0.402,1092,1046
1006,20250720,3,480,0.6,0.789,537,530
1006,20250721,1,480,16.0,0.842,496,486
1006,20250721,2,480,14.2,0.791,527,516
1006,20250721,3,480,13.5,0.422,944,938
1006,20250722,1,480,16.0,0.707,626,595
1006,20250722,2,480,5.8,0.725,621,609
1006,20250722,3,480,10.3,0.694,641,621
1006,20250723,1,480,14.1,0.439,927,915
1006,20250723,2,480,9.5,0.789,563,544
1006,20250723,3,480,19.3,0.463,868,842
1006,20250724,1,480,16.4,0.549,755,749
1006,20250724,2,480,22.5,0.856,455,450
1006,20250724,3,480,19.0,0.529,768,730
1006,20250725,1,480,20.6,0.704,556,534
1006,20250725,2,480,20.8,0.701,635,607
1006,20250725,3,480,23.8,0.504,807,803
1006,20250726,1,480,7.8,0.698,607,598
1006,20250726,2,480,7.8,0.621,655,651
1006,20250726,3,480,22.7,0.802,554,542
1006,20250727,1,480,2.1,0.435,1054,1028
1006,20250727,2,480,6.9,0.419,1115,1064
1006,20250727,3,480,9.1,0.74,596,569
1006,20250728,1,480,15.5,0.568,714,699
1006,20250728,2,480,22.5,0.776,514,492
1006,20250728,3,480,11.7,0.411,971,934
1006,20250729,1,480,2.7,0.673,607,583
1006,20250729,2,480,1.5,0.665,647,617
1006,20250729,3,480,8.9,0.4,1137,1100
1006,20250730,1,480,16.6,0.754,570,557
1006,20250730,2,480,10.7,0.604,693,660
1006,20250730,3,480,8.7,0.631,648,644
1006,20250731,1,480,0.2,0.512,885,876
1006,20250731,2,480,11.8,0.694,599,597
1006,20250731,3,480,16.1,0.466,948,906
1006,20250801,1,480,10.1,0.646,691,690
1006,20250801,2,480,9.3,0.738,602,577
1006,20250801,3,480,16.1,0.84,512,498
1006,20250802,1,480,16.2,0.803,509,487
1006,20250802,2,480,16.3,0.417,1073,1035
1006,20250802,3,480,2.8,0.782,537,520
1006,20250803,1,480,10.3,0.81,514,504
1006,20250803,2,480,25.0,0.7,565,544
1006,20250803,3,480,13.4,0.561,767,749
1006,20250804,1,480,18.4,0.711,615,590
1006,20250804,2,480,10.6,0.813,551,528
1006,20250804,3,480,1.6,0.727,600,582
1006,20250805,1,480,0.6,0.591,709,674
1006,20250805,2,480,10.0,0.812,564,542
1006,20250805,3,480,6.9,0.449,1029,980
1006,20250806,1,480,23.4,0.721,608,584
1006,20250806,2,480,15.2,0.454,964,944
1006,20250806,3,480,20.6,0.722,627,610
1006,20250807,1,480,13.8,0.438,920,881
1006,20250807,2,480,3.0,0.469,901,868
1006,20250807,3,480,17.4,0.643,704,680
1006,20250808,1,480,1.6,0.822,563,544
1006,20250808,2,480,1.8,0.84,558,557
1006,20250808,3,480,9.8,0.464,914,894
1006,20250809,1,480,1.1,0.537,875,833
1006,20250809,2,480,3.8,0.691,678,675
1006,20250809,3,480,6.4,0.707,659,646
1006,20250810,1,480,5.5,0.747,585,569
1006,20250810,2,480,12.2,0.456,985,952
1006,20250810,3,480,4.6,0.62,720,703
1006,20250811,1,480,20.5,0.822,523,510
1006,20250811,2,480,14.2,0.597,714,696
1006,20250811,3,480,20.0,0.773,522,520
1006,20250812,1,480,24.1,0.54,835,814
1006,20250812,2,480,5.7,0.76,534,525
1006,20250812,3,480,20.9,0.575,716,689
1006,20250813,1,480,10.2,0.687,654,649
1006,20250813,2,480,13.7,0.637,660,646
1006,20250813,3,480,3.6,0.633,693,679
1006,20250814,1,480,1.7,0.615,744,735
1006,20250814,2,480,13.6,0.836,533,527
1006,20250814,3,480,19.8,0.764,584,557
1006,20250815,1,480,12.6,0.813,497,475
1006,20250815,2,480,10.0,0.682,655,640
1006,20250815,3,480,5.4,0.824,510,505
1006,20250816,1,480,12.4,0.42,1021,1002
1006,20250816,2,480,22.0,0.691,655,634
1006,20250816,3,480,6.1,0.622,717,684
1006,20250817,1,480,2.3,0.712,606,598
1006,20250817,2,480,6.6,0.617,707,704
1006,20250817,3,480,0.2,0.508,814,812
1006,20250818,1,480,3.3,0.812,541,534
1006,20250818,2,480,7.5,0.638,730,696
1006,20250818,3,480,15.5,0.879,458,453
1006,20250819,1,480,6.9,0.5,826,814
1006,20250819,2,480,0.9,0.61,744,711
1006,20250819,3,480,5.6,0.476,850,826
1006,20250820,1,480,12.4,0.873,509,507
1006,20250820,2,480,18.9,0.889,458,438
1006,20250820,3,480,9.8,0.646,702,685
1006,20250821,1,480,23.8,0.544,780,765
1006,20250821,2,480,3.9,0.793,564,541
1006,20250821,3,480,10.3,0.72,621,602
1006,20250822,1,480,18.1,0.53,777,738
1006,20250822,2,480,12.2,0.494,884,881
1006,20250822,3,480,25.0,0.587,738,735
1006,20250823,1,480,13.1,0.567,717,687
1006,20250823,2,480,21.4,0.529,769,758
1006,20250823,3,480,20.9,0.504,862,837
1006,20250824,1,480,6.9,0.66,687,655
1006,20250824,2,480,1.8,0.856,550,536
1006,20250824,3,480,3.6,0.439,946,911
1006,20250825,1,480,17.1,0.455,884,870
1006,20250825,2,480,6.4,0.508,868,827
1006,20250825,3,480,15.7,0.41,999,971
1006,20250826,1,480,15.8,0.502,899,894
1006,20250826,2,480,12.0,0.536,755,751
1006,20250826,3,480,3.3,0.549,778,749
1006,20250827,1,480,0.1,0.504,909,872
1006,20250827,2,480,19.1,0.608,652,645
1006,20250827,3,480,15.9,0.706,572,560
1006,20250828,1,480,19.9,0.898,483,469
1006,20250828,2,480,20.5,0.425,982,968
1006,20250828,3,480,9.0,0.429,950,910
1006,20250829,1,480,20.8,0.76,578,574
1006,20250829,2,480,7.6,0.772,551,544
1006,20250829,3,480,17.4,0.895,494,469
1006,20250830,1,480,17.5,0.451,950,909
1006,20250830,2,480,12.4,0.796,523,500
1006,20250830,3,480,7.9,0.487,848,834
1006,20250831,1,480,17.6,0.665,615,600
1006,20250831,2,480,23.7,0.592,700,681
1006,20250831,3,480,4.5,0.522,862,825
1006,20250901,1,480,15.1,0.593,699,682
1006,20250901,2,480,5.6,0.555,789,774
1006,20250901,3,480,20.9,0.812,519,494
1006,20250902,1,480,4.7,0.4,1040,989
1006,20250902,2,480,17.9,0.673,587,575
1006,20250902,3,480,20.4,0.414,963,937
1006,20250903,1,480,1.1,0.411,1085,1060
1006,20250903,2,480,20.2,0.439,1021,970
1006,20250903,3,480,7.5,0.424,985,975
1006,20250904,1,480,3.1,0.501,890,846
1006,20250904,2,480,15.1,0.847,471,447
1006,20250904,3,480,10.1,0.825,558,552
1006,20250905,1,480,16.2,0.613,726,716
1006,20250905,2,480,4.6,0.758,602,598
1006,20250905,3,480,18.2,0.766,588,564
1006,20250906,1,480,13.8,0.847,516,513
1006,20250906,2,480,1.3,0.507,831,792
1006,20250906,3,480,15.6,0.601,683,673
1006,20250907,1,480,16.9,0.42,1005,990
1006,20250907,2,480,2.6,0.797,560,551
1006,20250907,3,480,6.3,0.774,535,530
1006,20250908,1,480,5.1,0.534,839,810
1006,20250908,2,480,7.7,0.431,1057,1027
1006,20250908,3,480,9.8,0.523,834,815
1006,20250909,1,480,0.1,0.443,1013,976
1006,20250909,2,480,24.6,0.524,757,720
1006,20250909,3,480,17.2,0.545,754,720
1006,20250910,1,480,1.3,0.515,841,826
1006,20250910,2,480,2.5,0.583,809,795
1006,20250910,3,480,25.0,0.44,937,900
1006,20250911,1,480,23.5,0.853,497,479
1006,20250911,2,480,13.6,0.836,519,512
1006,20250911,3,480,17.2,0.449,985,945
1006,20250912,1,480,21.8,0.555,766,738
1006,20250912,2,480,0.2,0.79,577,574
1006,20250912,3,480,14.3,0.494,823,797
1006,20250913,1,480,8.3,0.604,688,686
1006,20250913,2,480,2.1,0.77,576,562
1006,20250913,3,480,15.3,0.852,515,496
1006,20250914,1,480,6.7,0.814,533,524
1006,20250914,2,480,9.4,0.769,556,541
1006,20250914,3,480,23.2,0.647,622,607
1006,20250915,1,480,0.2,0.539,831,792
1006,20250915,2,480,11.4,0.699,591,567
1006,20250915,3,480,16.7,0.887,466,447
1006,20250916,1,480,24.6,0.817,546,519
1006,20250916,2,480,23.3,0.819,497,487
1006,20250916,3,480,4.3,0.609,729,696
1006,20250917,1,480,24.2,0.865,511,488
1006,20250917,2,480,16.7,0.845,476,467
1006,20250917,3,480,5.1,0.745,599,594
1006,20250918,1,480,12.1,0.779,526,516
1006,20250918,2,480,21.9,0.761,585,573
1006,20250918,3,480,13.8,0.858,486,479
1006,20250919,1,480,17.3,0.807,527,513
1006,20250919,2,480,0.9,0.866,500,488
1006,20250919,3,480,5.0,0.708,602,589
1006,20250920,1,480,18.4,0.705,559,553
1006,20250920,2,480,14.0,0.519,803,794
1006,20250920,3,480,23.4,0.807,551,536
1006,20250921,1,480,10.4,0.809,525,516
1006,20250921,2,480,15.3,0.476,872,837
1006,20250921,3,480,3.1,0.61,686,654
1006,20250922,1,480,5.2,0.709,645,627
1006,20250922,2,480,15.2,0.725,603,602
1006,20250922,3,480,15.2,0.673,670,656
1006,20250923,1,480,11.5,0.771,535,525
1006,20250923,2,480,19.2,0.719,561,547
1006,20250923,3,480,20.2,0.601,749,713
1006,20250924,1,480,16.6,0.516,844,841
1006,20250924,2,480,14.4,0.618,730,710
1006,20250924,3,480,14.1,0.554,779,767
1006,20250925,1,480,12.7,0.505,789,757
1006,20250925,2,480,21.3,0.88,484,479
1006,20250925,3,480,1.2,0.827,515,493
1006,20250926,1,480,6.9,0.649,679,645
1006,20250926,2,480,8.6,0.752,598,574
1006,20250926,3,480,6.2,0.74,598,582
1006,20250927,1,480,13.7,0.65,650,642
1006,20250927,2,480,22.2,0.72,564,562
1006,20250927,3,480,2.2,0.876,506,498
1006,20250928,1,480,10.6,0.579,714,682
1006,20250928,2,480,7.8,0.527,828,821
1006,20250928,3,480,2.1,0.773,548,537
1006,20250929,1,480,15.7,0.769,514,488
1006,20250929,2,480,4.2,0.89,479,469
1006,20250929,3,480,7.7,0.644,668,640
1006,20250930,1,480,9.0,0.495,846,820
1006,20250930,2,480,19.9,0.498,810,779
1006,20250930,3,480,19.7,0.524,847,818
1006,20251001,1,480,7.6,0.589,732,710
1006,20251001,2,480,9.9,0.899,495,491
1006,20251001,3,480,22.3,0.613,715,695
1006,20251002,1,480,14.9,0.767,564,549
1006,20251002,2,480,0.3,0.885,463,442
1006,20251002,3,480,1.1,0.713,599,595
1006,20251003,1,480,14.8,0.791,511,495
1006,20251003,2,480,15.6,0.494,849,837
1006,20251003,3,480,17.1,0.851,504,483
1006,20251004,1,480,22.0,0.881,477,455
1006,20251004,2,480,6.3,0.776,518,499
1006,20251004,3,480,9.2,0.794,540,526
1006,20251005,1,480,16.8,0.792,524,502
1006,20251005,2,480,4.5,0.48,857,832
1006,20251005,3,480,4.6,0.791,510,508
1006,20251006,1,480,0.3,0.563,814,808
1006,20251006,2,480,2.2,0.801,569,553
1006,20251006,3,480,15.7,0.584,710,675
1006,20251007,1,480,0.2,0.663,616,588
1006,20251007,2,480,2.4,0.717,628,619
1006,20251007,3,480,24.3,0.89,450,435
1006,20251008,1,480,14.0,0.422,968,960
1006,20251008,2,480,10.2,0.642,697,689
1006,20251008,3,480,21.6,0.847,482,473
1006,20251009,1,480,2.8,0.884,479,464
1006,20251009,2,480,23.3,0.715,568,542
1006,20251009,3,480,12.2,0.695,635,608
1006,20251010,1,480,17.6,0.581,781,766
1006,20251010,2,480,23.0,0.415,1075,1067
1006,20251010,3,480,12.8,0.888,502,501
1006,20251011,1,480,18.9,0.858,471,451
1006,20251011,2,480,12.7,0.765,541,525
1006,20251011,3,480,4.3,0.863,525,499
1006,20251012,1,480,0.6,0.897,483,473
1006,20251012,2,480,23.7,0.878,448,439
1006,20251012,3,480,24.8,0.49,875,864
1006,20251013,1,480,1.9,0.594,707,673
1006,20251013,2,480,2.5,0.571,778,775
1006,20251013,3,480,23.4,0.836,523,497
1006,20251014,1,480,10.1,0.79,586,569
1006,20251014,2,480,17.5,0.898,482,476
1006,20251014,3,480,24.2,0.755,524,522
1006,20251015,1,480,20.1,0.532,854,814
1006,20251015,2,480,23.5,0.821,494,490
1006,20251015,3,480,1.5,0.876,510,497
1006,20251016,1,480,24.8,0.413,1015,1000
1006,20251016,2,480,2.8,0.407,1097,1060
1006,20251016,3,480,12.0,0.711,595,571
1006,20251017,1,480,6.0,0.494,911,871
1006,20251017,2,480,24.3,0.402,1011,1000
1006,20251017,3,480,2.3,0.694,613,611
1006,20251018,1,480,5.5,0.435,1020,987
1006,20251018,2,480,22.6,0.857,513,490
1006,20251018,3,480,16.5,0.446,887,851
1006,20251019,1,480,12.4,0.626,716,698
1006,20251019,2,480,6.6,0.47,936,920
1006,20251019,3,480,5.3,0.716,643,618
